Hour_number,Date,HE,Datetime,Normalized_Space_Heat_Demand,Normalized_Water_Heat_Demand,Normalized_Elec_Demand,Normalized_Elec_Demand_0ShareElecTransp,Normalized_Elec_Demand_10ShareElecTransp,Normalized_Elec_Demand_20ShareElecTransp,Normalized_Elec_Demand_30ShareElecTransp,Normalized_Elec_Demand_40ShareElecTransp,Normalized_Elec_Demand_50ShareElecTransp,Normalized_Elec_Demand_60ShareElecTransp,Normalized_Elec_Demand_70ShareElecTransp,Normalized_Elec_Demand_80ShareElecTransp,Normalized_Elec_Demand_90ShareElecTransp,Normalized_Elec_Demand_100ShareElecTransp
6939,2016-10-17,4,2016-10-17 03:00:00,7.675002222686279e-05,4.7551184302004274e-05,9.310944934613107e-05,9.310944934613107e-05,9.438717969355011e-05,9.552921068137034e-05,9.655606986925716e-05,9.748434323182666e-05,9.832757787587056e-05,9.909694753109326e-05,9.980175049381e-05,0.00010044978725458245,0.00010104765041352154,0.000101600949766059
6940,2016-10-17,5,2016-10-17 04:00:00,9.475006387691069e-05,7.038197031181198e-05,9.702716017937328e-05,9.702716017937328e-05,9.808518561380133e-05,9.903084510640043e-05,9.988113651612936e-05,0.00010064979386991645,0.00010134803485823725,0.00010198511189514648,0.00010256872444087714,0.0001031053316966464,0.00010360039266920821,0.00010405855255327118
6941,2016-10-17,6,2016-10-17 05:00:00,0.00020511508569350846,0.0001302287309414629,9.573352889713255e-05,9.573352889713255e-05,9.374444975823474e-05,9.196661766836019e-05,9.03680767920814e-05,8.892300727141832e-05,8.761031994028334e-05,8.6412620336141e-05,8.531543353690354e-05,8.430661629726047e-05,8.33759057292886e-05,8.251456890503531e-05
6942,2016-10-17,7,2016-10-17 06:00:00,0.00020592536864928688,0.00021011334935850735,0.00010722701149975316,0.00010722701149975316,0.00010459338084725128,0.00010223945083243572,0.0001001229104853393,9.82095731473773e-05,9.647151580977755e-05,9.488570741820873e-05,9.343298252180598e-05,9.209726291510972e-05,9.086496007080139e-05,8.972451119769168e-05
6943,2016-10-17,8,2016-10-17 07:00:00,0.00017405509726213866,0.0002124189773242122,0.00011198677074441234,0.00011198677074441234,0.00010908621447741351,0.00010649370726685845,0.00010416264981113876,0.00010205539054103708,0.00010014117637505706,9.839464199900297e-05,9.679467949154836e-05,9.532358107747289e-05,9.396638099533402e-05,9.27103445336731e-05
6944,2016-10-17,9,2016-10-17 08:00:00,0.00013938593541031735,0.00016604134266673932,0.00012002260451003946,0.00012002260451003946,0.00011667140260394223,0.0001136761098718442,0.00011098288710016087,0.00010854823297434634,0.00010633661645282027,0.00010431873133309708,0.00010247019025645256,0.00010077053427480623,9.920247246750153e-05,9.775129159149634e-05
6945,2016-10-17,10,2016-10-17 09:00:00,0.00013518795426654213,0.0001375628121051333,0.00012103473025454364,0.00012103473025454364,0.00011762676869477209,0.00011458074437953138,0.0001118419062149019,0.00010936601610006906,0.00010711694120052231,0.00010506487895159014,0.00010318502894332854,0.00010145658571233497,9.986196547983941e-05,9.83862058030789e-05
6946,2016-10-17,11,2016-10-17 10:00:00,0.0001231581676163589,0.00011334482657683022,0.00012338883643696658,0.00012338883643696658,0.0001198488574353382,0.00011668483638484125,0.00011383990124645997,0.00011126810022607666,0.00010893190077727223,0.00010680034584513821,0.00010484767430270945,0.00010305227472559858,0.00010139588217550643,9.9862954595322e-05
6947,2016-10-17,12,2016-10-17 11:00:00,0.00011840907348367472,0.00010286674701592774,0.00012597535759422256,0.00012597535759422256,0.0001222903274011742,0.00011899666009491099,0.00011603515329575293,0.00011335797232765525,0.00011092604674225853,0.00010870715101450372,0.0001066744684512325,0.00010480550209657437,0.0001030812386035361,0.0001014854990767938
6948,2016-10-17,13,2016-10-17 12:00:00,0.00012274370432727212,9.540796905608785e-05,0.00012342259094028194,0.00012342259094028194,0.00011988071899804953,0.0001167150060437544,0.00011386854962707267,0.00011129537338198474,0.00010895792469221202,0.00010682522994911336,0.0001048715142504206,0.00010307515461542285,0.00010141787633897108,9.98841290531166e-05
6949,2016-10-17,14,2016-10-17 13:00:00,0.00011595432974108345,9.135971188522119e-05,0.00012375548710159725,0.00012375548710159725,0.00012019494646041283,0.00011701254748723381,0.00011415108780708297,0.00011156434871911037,0.0001092145796725837,0.0001070706438014135,0.00010510663034751907,0.00010330080235855982,0.00010163478880603724,0.00010009295735824378
6950,2016-10-17,15,2016-10-17 14:00:00,0.00011020862031231512,8.755182357985319e-05,0.00012404653732347074,0.00012404653732347074,0.00012046967468881358,0.00011727268717403305,0.00011439811018083102,0.00011179951313566474,0.00010943897243423931,0.00010728520847491577,0.0001053121917212404,0.00010349808557578217,0.00010182443479479626,0.00010027553538588031
6951,2016-10-17,16,2016-10-17 15:00:00,0.00011445656282483496,9.183313733066408e-05,0.00012456593342637248,0.00012456593342637248,0.00012095994216652037,0.00011773691958677297,0.00011483893311873743,0.0001122191740757276,0.00010983941001786602,0.0001076681066141921,0.00010567902235348857,0.0001038501428092806,0.00010216286244525334,0.00010060134938159154
6952,2016-10-17,17,2016-10-17 16:00:00,0.0001238411993342275,0.00010492774032353214,0.00012674954594091878,0.00012674954594091878,0.00012302109846378583,0.0001196886249384078,0.00011669222545851672,0.0001139835017565611,0.00011152292305341981,0.00010927788414063826,0.00010722125236889927,0.00010533026572162104,0.00010358568683522313,0.00010197114619350265
6953,2016-10-17,18,2016-10-17 17:00:00,0.00013477600872536442,0.00012325442349738283,0.00012854023483427506,0.00012854023483427506,0.00013693000441530523,0.00014442875159741765,0.0001511712634239047,0.0001572664458979671,0.00016280325135974603,0.0001678550481985653,0.00017248289042612542,0.00017673799723633813,0.0001806636566327966,0.00018429670337579633
6954,2016-10-17,19,2016-10-17 18:00:00,0.00014653995028189213,0.00012999056138536985,0.00012568636075610583,0.00012568636075610583,0.00013423617458577466,0.00014187796876660393,0.00014874910155565554,0.0001549605564600815,0.00016060298268550955,0.0001657511482054392,0.00017046727170520526,0.00017480354944219258,0.00017880409518713171,0.000182506446364614
6955,2016-10-17,20,2016-10-17 19:00:00,0.0001560201473226719,0.00012729770116739445,0.00011966900752973002,0.00011966900752973002,0.0001228369108502628,0.0001256683719373184,0.00012821428519483566,0.00013051577257328458,0.0001326064216951833,0.00013451393582006912,0.0001362613684066253,0.00013786805937270055,0.0001393503538883259,0.00014072216043553104
6956,2016-10-17,21,2016-10-17 20:00:00,0.00010612819063781972,0.00012342919275524724,0.00011984500553626321,0.00011984500553626321,0.0001230030389508555,0.00012582567834994412,0.00012836365957108215,0.00013065797644536787,0.00013274211194986736,0.00013464368303196185,0.00013638567132507796,0.00013798735649169977,0.00013946503277691686,0.00014083256532955224
6957,2016-10-17,22,2016-10-17 21:00:00,9.831199261013337e-05,9.83474156963928e-05,0.00011219531630555985,0.00011219531630555985,0.00011578234158584523,0.0001189884124383183,0.00012187115673071428,0.0001244771369559459,0.00012684438446752586,0.00012900426773925278,0.0001309828902631615,0.00013280215067921136,0.0001344805566665135,0.00013603385683593226
6958,2016-10-17,23,2016-10-17 22:00:00,9.384007545139086e-05,7.357163723131759e-05,0.00010428019939350329,0.00010428019939350329,0.00010831110162994705,0.00011191390817844247,0.00011515337807545697,0.00011808183569624587,0.0001207420185895999,0.00012316917692559268,0.00012539264437661302,0.00012743702943295292,0.0001293231300091213,0.00013106864353008547
6959,2016-10-17,24,2016-10-17 23:00:00,8.430729748966417e-05,6.638721894125297e-05,9.95168389062615e-05,9.95168389062615e-05,0.00010381486871361217,0.00010765643296579137,0.00011111058227546734,0.00011423310855008579,0.00011706958155239984,0.00011965758747845282,0.00012202840394077185,0.00012420827023234516,0.0001262193625438235,0.00012808055110712056
6960,2016-10-18,1,2016-10-18 00:00:00,7.751461550357483e-05,6.95191096041864e-05,9.657870839593493e-05,9.657870839593493e-05,9.766188392322159e-05,9.863002248227565e-05,9.950052598447015e-05,0.0001002874549253053,0.00010100229364854109,0.00010165451450535768,0.00010225199997818535,0.00010280136280851081,0.00010330819176795222,0.00010377724247113287
6961,2016-10-18,2,2016-10-18 01:00:00,7.492488559767897e-05,5.105852924330664e-05,9.521962169339655e-05,9.521962169339655e-05,9.637901432213363e-05,9.741527546419905e-05,9.834703150771148e-05,9.918933230786858e-05,9.995447029850566e-05,0.00010065258434803183,0.00010129211158579092,0.00010188013005550004,0.00010242262177988271,0.00010292467699999448
6962,2016-10-18,3,2016-10-18 02:00:00,7.31121850462571e-05,4.782955818151488e-05,9.564833089753171e-05,9.564833089753171e-05,9.678368166577286e-05,9.77984542756557e-05,9.871088886735005e-05,9.953572321323527e-05,0.00010028499484387052,0.00010096863238201225,0.00010159489799963295,0.0001021707229658926,0.00010270196525670592,0.00010319360955883873
6963,2016-10-18,4,2016-10-18 03:00:00,7.44748545581263e-05,4.432416611576236e-05,9.701032717899205e-05,9.701032717899205e-05,9.806929767762623e-05,9.90158018653608e-05,9.986685278421871e-05,0.00010063619672882696,0.00010133506140968278,0.00010197270750541097,0.00010255684135366355,0.0001030939279252353,0.00010358943110305026,0.00010404800023106237
6964,2016-10-18,5,2016-10-18 04:00:00,9.125119904755391e-05,5.369731901311579e-05,0.00010044615069497147,0.00010044615069497147,0.00010131244035088101,0.00010208672706440803,0.00010278292833593523,0.00010341228930671806,0.00010398399479302459,0.0001045056204828553,0.00010498347053728129,0.0001054228336185764,0.00010582817945017891,0.00010620331142281528
6965,2016-10-18,6,2016-10-18 05:00:00,0.0001823098690208556,7.389827217320118e-05,0.00010211964951544627,0.00010211964951544627,9.977243899160336e-05,9.767451030220415e-05,9.578815400082854e-05,9.408290139410493e-05,9.253386623612594e-05,9.112052221161257e-05,8.982578820559473e-05,8.86353345955707e-05,8.753705067258616e-05,8.652063115517015e-05
6966,2016-10-18,7,2016-10-18 06:00:00,0.00016862025618822243,0.00012898527893504889,0.00011552475562489248,0.00011552475562489248,0.0001124257904174913,0.00010965594597873487,0.00010716543543980197,0.00010491403172275718,0.00010286887811985038,0.00010100287423414679,9.929346828323988e-05,9.772174121359058e-05,9.627170354947653e-05,9.492974947735577e-05
6967,2016-10-18,8,2016-10-18 07:00:00,0.0001501003408016715,0.00016763894866775222,0.00011744053684257003,0.00011744053684257003,0.00011423413530226103,0.00011136826463884276,0.00010879141194971979,0.00010646195554635356,0.00010434589962973096,0.00010241520427405121,0.00010064653586147558,9.902031944412668e-05,9.752001121587767e-05,9.613153367066498e-05
6968,2016-10-18,9,2016-10-18 08:00:00,0.00013742115913411635,0.0001870157225963593,0.00011592101985524638,0.00011592101985524638,0.00011279983336550038,0.00011001012762104814,0.00010750175875387837,0.000105234211235816,0.000103174392758473,0.00010129500860018624,9.957334526988497e-05,9.799034805402679e-05,9.652991282356768e-05,9.517833620381097e-05
6969,2016-10-18,10,2016-10-18 09:00:00,0.00012647185171093525,0.0001858155820091269,0.00011877905094202796,0.00011877905094202796,0.00011549758708007105,0.00011256462597185523,0.00010992744879031962,0.00010754345947720515,0.00010537786638694983,0.00010340197317505329,0.00010159189998032412,9.992761360253716e-05,9.839218294268245e-05,9.697120093825295e-05
6970,2016-10-18,11,2016-10-18 10:00:00,0.00012435949314893227,0.00017335314231486714,0.00011805795582164774,0.00011805795582164774,0.00011481693071892728,0.0001119201136345662,0.00010931543541617456,0.00010696082493333549,0.00010482191929150713,0.00010287037578243658,0.00010108260882577714,9.943883209824476e-05,9.792232314936728e-05,9.651885246048894e-05
6971,2016-10-18,12,2016-10-18 11:00:00,0.00011471657350067973,0.00014734378597750492,0.00012004342356480193,0.00012004342356480193,0.00011669105413347912,0.00011369471787135198,0.00011100055680779246,0.00010856505447283176,0.00010635266744623007,0.00010433407931551392,0.00010248489422564731,0.00010078464610085682,9.921603799650212e-05,9.776435154359436e-05
6972,2016-10-18,13,2016-10-18 12:00:00,0.00011327455800497353,0.0001302470685446939,0.00012038762103492178,0.00012038762103492178,0.00011701594913124744,0.00011400236038575279,0.00011129268672117917,0.00010884316110583551,0.00010661803546546025,0.00010458782458779437,0.0001027279921498949,0.00010101795423519853,9.944031430568704e-05,9.798026924607007e-05
6973,2016-10-18,14,2016-10-18 13:00:00,0.00011415895739260122,0.00012075158026021519,0.00011881391960306777,0.00011881391960306777,0.00011553050031893584,0.00011259579146110866,0.00010995704278741066,0.00010757163285661946,0.00010540474929085416,0.00010342767864548142,0.00010161652682931613,9.995124870436216e-05,9.841490308237873e-05,9.699307431569963e-05
6974,2016-10-18,15,2016-10-18 14:00:00,0.00010962289553760795,0.00011663589922655174,0.00011907482328002662,0.00011907482328002662,0.0001157767726099953,0.00011282898626979824,0.00011017847895463678,0.00010778243929605104,0.0001056058997872257,0.0001036200190323118,0.00010180079646463674,0.00010012809762220274,9.858490582441145e-05,9.715674118540906e-05
6975,2016-10-18,16,2016-10-18 15:00:00,0.00011133958810139258,0.00011458066898780716,0.00011960220354182944,0.00011960220354182944,0.00011627457649779672,0.00011330035489629026,0.00011062607826904422,0.00010820855132231326,0.00010601249296645299,0.00010400880316073728,0.00010217326610537337,0.00010048556677583193,9.892853588873191e-05,9.748756370499328e-05
6976,2016-10-18,17,2016-10-18 16:00:00,0.0001250470550056403,0.00011668172675312218,0.00012187772753604358,0.00012187772753604358,0.00011842248991146736,0.00011533421041218242,0.00011255737842388752,0.00011004714216416276,0.00010776686755510151,0.00010568633860366635,0.00010378041086264428,0.00010202799025022594,0.00010041124906122076,9.891501729025055e-05
6977,2016-10-18,18,2016-10-18 17:00:00,0.00013920341203668067,0.00012983490400085947,0.00012316541927847005,0.00012316541927847005,0.00013185660661432699,0.00013962475994851734,0.00014660950879438904,0.00015292367180168862,0.00015865939708541063,0.00016389268892791155,0.0001686867948174771,0.00017309477409086,0.00017716146995203506,0.00018092504051715874
6978,2016-10-18,19,2016-10-18 18:00:00,0.00015223145210989944,0.00012961924478771238,0.00012056798976435514,0.00012056798976435514,0.00012940484002842544,0.000137303186386623,0.0001444049985209049,0.00015082498590378377,0.0001566568410381198,0.00016197784202604773,0.00016685229637377594,0.000171334152684168,0.00017546900572622075,0.0001792956531400958
6979,2016-10-18,20,2016-10-18 19:00:00,0.00015503763264908184,0.00012992539142148992,0.0001159577774654899,0.0001159577774654899,0.0001193338052550383,0.00012235128727633841,0.0001250644615867566,0.0001275171517609099,0.00012974515205624028,0.00013177798577715304,0.00013364022094523384,0.00013535246806954765,0.00013693214616281876,0.00013839407746458275
6980,2016-10-18,21,2016-10-18 20:00:00,0.00010850886819562971,0.00012521023063281938,0.00011508975726336144,0.00011508975726336144,0.00011851446331875048,0.0001215754538065558,0.00012432774883178662,0.0001268158038523703,0.00012907592923594932,0.0001311380739775186,0.00013302716034002684,0.00013476409601132487,0.00013636655116537873,0.00013784956176061546
6981,2016-10-18,22,2016-10-18 21:00:00,9.931922760313271e-05,9.90737523985327e-05,0.00010608797428296498,0.00010608797428296498,0.00011001749714317595,0.00011352969115404355,0.00011668768662716482,0.00011954249195139453,0.00012213576980300503,0.00012450188379118496,0.00012666942983056192,0.00012866239749455787,0.00013050106161885812,0.000132202674528599
6982,2016-10-18,23,2016-10-18 22:00:00,9.114846764216191e-05,7.718202960402119e-05,0.00010042651201224951,0.00010042651201224951,0.00010467352767364739,0.00010846949565771497,0.0001118826470020615,0.00011496811140920702,0.00011777091776558862,0.00012032820614942897,0.00012267088293323083,0.0001248248759707458,0.00012681209823913446,0.00012865119599588307
6983,2016-10-18,24,2016-10-18 23:00:00,8.334589085900661e-05,6.964684825993331e-05,9.662184443498549e-05,9.662184443498549e-05,0.00010108222450807234,0.00010506889686911511,0.00010865352039219908,0.0001118939944226906,0.00011483761003832289,0.0001175233731853944,0.00011998374293140888,0.00012224594971096603,0.00012433300738002052,0.00012626449895920635
6984,2016-10-19,1,2016-10-19 00:00:00,7.812752692966554e-05,6.949195148528575e-05,9.387325911677098e-05,9.387325911677098e-05,9.51081552824789e-05,9.621190122607928e-05,9.720433634856411e-05,9.810149060218374e-05,9.891645694529778e-05,9.96600345234352e-05,0.00010034120992010366,0.00010096752212496926,0.00010154534273014094,0.00010208009347024615
6985,2016-10-19,2,2016-10-19 01:00:00,7.575816811962067e-05,5.0888711979594874e-05,9.322036135512661e-05,9.322036135512661e-05,9.449187179632046e-05,9.562834345335949e-05,9.66502039591159e-05,9.75739585487861e-05,9.841308838274831e-05,9.917871279773494e-05,9.988008482657414e-05,0.00010052496698755908,0.00010111991978846244,0.00010167052571660548
6986,2016-10-19,3,2016-10-19 02:00:00,7.731463484397608e-05,4.6234509994559385e-05,9.318375170549483e-05,9.318375170549483e-05,9.4457315202888e-05,9.559562187449334e-05,9.661913233685114e-05,9.754437847548981e-05,9.8384863218269e-05,9.915172385586191e-05,9.985422836159252e-05,0.00010050015178757657,0.00010109606523457188,0.00010164756020371492
6987,2016-10-19,4,2016-10-19 03:00:00,7.903692843349994e-05,4.397415985459572e-05,9.455673873637958e-05,9.455673873637958e-05,9.575330560682644e-05,9.682279295821454e-05,9.778442440676022e-05,9.865373235942223e-05,9.944340338908361e-05,0.00010016390145225176,0.00010082393420257594,0.00010143080663097081,0.00010199069256503527,0.00010250884545701546
6988,2016-10-19,5,2016-10-19 04:00:00,9.257322218584234e-05,5.437206593786054e-05,9.921747450353679e-05,9.921747450353679e-05,0.00010015266788557166,0.00010098854051241,0.00010174011686710272,0.00010241953651706862,0.00010303671482875646,0.00010359983005205539,0.00010411568777407215,0.0001045899973114592,0.00010502758390453941,0.0001054325534615531
6989,2016-10-19,6,2016-10-19 05:00:00,0.00018479049709371179,7.47510663838899e-05,0.00010108504361824653,0.00010108504361824653,9.87958534270879e-05,9.674978311139244e-05,9.491005535869415e-05,9.324695462652454e-05,9.17362098282268e-05,9.035780203532395e-05,8.909507235827607e-05,8.79340453862963e-05,8.686290977316554e-05,8.58716149720663e-05
6990,2016-10-19,7,2016-10-19 06:00:00,0.00016581853253354241,0.00012942872099215049,0.00011590409600717185,0.00011590409600717185,0.00011278385752533834,0.00010999499910709619,0.0001074873921147908,0.0001052205333261575,0.00010316134048404048,0.00010128252715708935,9.956138675307433e-05,9.797887034600186e-05,9.651887869818632e-05,9.516771259710066e-05
6991,2016-10-19,8,2016-10-19 07:00:00,0.00015184407349861327,0.00016789726350764005,0.00011634754345002743,0.00011634754345002743,0.00011320243659248477,0.00011039135090560649,0.00010786375822529082,0.00010557883251761799,0.00010350322785904735,0.0001016094403447147,9.987458241030432e-05,9.82794533094246e-05,9.680782549307853e-05,9.544589056568587e-05
6992,2016-10-19,9,2016-10-19 08:00:00,0.00014076716859579014,0.00018659728744973436,0.00011541967996802992,0.00011541967996802992,0.00011232660844179121,0.00010956203175497748,0.00010707625772454528,0.00010482913577731337,0.00010278787169315142,0.00010092541661526406,9.921926165072761e-05,9.765052372668114e-05,9.620324377654379e-05,9.486384186261341e-05
6993,2016-10-19,10,2016-10-19 09:00:00,0.0001273381471069966,0.00018637653083972616,0.00011570968701084085,0.00011570968701084085,0.00011260035199224217,0.0001098212390519202,0.00010732239472336863,0.00010506345732010517,0.00010301146018869364,0.00010113921224838037,9.942408625359285e-05,9.784709984352654e-05,9.639221003819764e-05,9.504576549605471e-05
6994,2016-10-19,11,2016-10-19 10:00:00,0.00011245848086067193,0.00017339181841944857,0.00011627315785823565,0.00011627315785823565,0.00011313222359386406,0.00011032486735640405,0.00010780062801714636,0.0001055187337058095,0.0001034458827386765,0.00010155460770013807,9.982205139066376e-05,9.822903853736949e-05,9.675936312024382e-05,9.539923506321675e-05
6995,2016-10-19,12,2016-10-19 11:00:00,9.979922459115473e-05,0.00014710249951721777,0.00011961925470729438,0.00011961925470729438,0.00011629067251543494,0.00011331559720608765,0.00011064055296592264,0.00010822233210260228,0.00010602564339954919,0.00010402137846328609,0.00010218531454322068,0.0001004971307836859,9.893965297310306e-05,9.749826717887522e-05
6996,2016-10-19,13,2016-10-19 12:00:00,9.678282555103297e-05,0.0001298187859722415,0.0001200149270387751,0.0001200149270387751,0.00011666415568255016,0.00011366924777444648,0.00011097637101794007,0.00010854202968737107,0.0001063306973060543,0.00010431307143665529,0.00010246476785364644,0.00010076533023743626,9.919746988884095e-05,9.774647545512076e-05
6997,2016-10-19,14,2016-10-19 13:00:00,8.92424043391715e-05,0.00012168252616824326,0.00012180251835417138,0.00012180251835417138,0.00011835149950940657,0.00011526699074100011,0.00011249354921206132,0.00010998637790334862,0.00010770888746647184,0.00010563089880154979,0.00010372729816226413,0.00010197701722228052,0.00010036225004369935,9.886784514343223e-05
6998,2016-10-19,15,2016-10-19 14:00:00,8.121509898865478e-05,0.00011575802410624395,0.0001239979103240492,0.0001239979103240492,0.00012042377467431597,0.00011722922452927683,0.00011435683910140002,0.00011176022321561538,0.00010940148218042336,0.00010724936024162078,0.0001052778477075623,0.00010346512462894627,0.00010179274983222752,0.00010024503129766104
6999,2016-10-19,16,2016-10-19 15:00:00,8.991715072978316e-05,0.0001150347615978686,0.0001250671279195822,0.0001250671279195822,0.00012143302984986726,0.00011818488550018071,0.00011526431074815541,0.00011262413205795229,0.00011022581898788498,0.00010803759141342867,0.00010603300328455463,0.00010418986858388429,0.0001024894367547093,0.00010091575251601794
7000,2016-10-19,17,2016-10-19 16:00:00,0.00010644932444897501,0.00011663611731322969,0.00012780275925207294,0.00012780275925207294,0.00012401524794506422,0.00012062998337178335,0.00011758611672755497,0.0001148344830484858,0.00011233492533254908,0.00011005432185912337,0.00010796511015972599,0.00010604416763555336,0.00010427195217624327,0.00010263183494952998
7001,2016-10-19,18,2016-10-19 17:00:00,0.00013383109097839084,0.00013044097326402875,0.00012615998771130354,0.00012615998771130354,0.0001346832407088882,0.00014230129490939715,0.00014915108185304513,0.0001553432402658747,0.0001609681377428988,0.00016610030998360148,0.00017080178238489205,0.0001751245890513816,0.0001791127067100614,0.00018280355617184544
7002,2016-10-19,19,2016-10-19 18:00:00,0.00016273342522261035,0.00012928375790971565,0.00011860679779583591,0.00011860679779583591,0.00012755363101165547,0.0001355502797536724,0.0001427404806506872,0.00014924037084299049,0.00015514480892517345,0.00016053203479837443,0.0001654671563364827,0.0001700047935837021,0.0001741911087790136,0.00017806538243587175
7003,2016-10-19,20,2016-10-19 19:00:00,0.00016753145205306003,0.00013023665086760899,0.0001160157789487027,0.0001160157789487027,0.00011938855403559273,0.00012240312880244943,0.00012511368904987932,0.00012756401612978489,0.00012978986981290256,0.00013182074495880937,0.00013368118591853073,0.00013539178334351734,0.0001369699394637913,0.00013843046223809992
7004,2016-10-19,21,2016-10-19 20:00:00,0.00011439137428645397,0.00012506738716682413,0.00011576364335672678,0.00011576364335672678,0.00011915055811841238,0.00012217777087794636,0.0001248996945989033,0.00012736029417761478,0.0001295954793003959,0.00013163486847803444,0.00013350310895876417,0.00013522087771616174,0.00013680564993556545,0.00013827229565508336
7005,2016-10-19,22,2016-10-19 21:00:00,0.0001008004883741792,9.889556765405242e-05,0.0001105690970142085,0.0001105690970142085,0.00011424732009701674,0.00011753490323157077,0.00012049093943694732,0.0001231631750273879,0.00012559060827902117,0.00012780540518884538,0.00012983433291333197,0.0001316998468512269,0.00013342092522743702,0.00013501371705109305
7006,2016-10-19,23,2016-10-19 22:00:00,9.437027523338939e-05,7.674183861311903e-05,0.00010336446338390481,0.00010336446338390481,0.00010744671977179085,0.00011109542648413445,0.00011437616759486875,0.0001173419340977215,0.00012003600802269977,0.00012249408863103994,0.00012474588330944235,0.00012681631406315504,0.00012872644377447538,0.00013049419533557106
7007,2016-10-19,24,2016-10-19 23:00:00,9.032125256128867e-05,7.021471332710751e-05,9.725428292069783e-05,9.725428292069783e-05,0.00010167919606725478,0.00010563416821140775,0.00010919028842826055,0.0001124049956737521,0.00011532520498833802,0.00011798961216066007,0.00012043041815838663,0.00012267463689200793,0.00012474509922169697,0.00012666123245275783
7008,2016-10-20,1,2016-10-20 00:00:00,8.215414009574912e-05,5.9191768643369246e-05,9.438034183323338e-05,9.438034183323338e-05,9.558680097960164e-05,9.666513001316874e-05,9.76347114759248e-05,9.851120618458081e-05,9.930740559464908e-05,0.00010003386017041819,0.00010069934955358473,0.00010131123912699595,0.00010187575375861261,0.00010239819033210157
7009,2016-10-20,2,2016-10-20 01:00:00,8.144358695853641e-05,4.6581287303670444e-05,9.198210435531714e-05,9.198210435531714e-05,9.33230558109804e-05,9.452159360780387e-05,9.55992609932107e-05,9.657346460299847e-05,9.745842184431344e-05,9.826585931435395e-05,9.900553538193729e-05,9.96856364998582e-05,0.00010031308146497638,0.00010089375764105796
7010,2016-10-20,3,2016-10-20 02:00:00,8.002863463130866e-05,4.398295424461859e-05,9.163547152196921e-05,9.163547152196921e-05,9.299586202429225e-05,9.421177437412997e-05,9.530506411969024e-05,9.629339023133801e-05,9.719117621826728e-05,9.801031867180192e-05,9.87607174225444e-05,9.94506775978598e-05,0.00010008721829265699,0.00010067631221662451
7011,2016-10-20,4,2016-10-20 03:00:00,8.387136862429261e-05,4.7050813610248155e-05,9.245412404403834e-05,9.245412404403834e-05,9.376860480255281e-05,9.494348318135104e-05,9.59998771590847e-05,9.695484976046643e-05,9.782233773768123e-05,9.861383620214046e-05,9.933891089016564e-05,0.00010000558665204772,0.00010062064570596902,0.0001011898591977501
7012,2016-10-20,5,2016-10-20 04:00:00,8.829826567497028e-05,7.03472824119481e-05,9.763591458134203e-05,9.763591458134203e-05,9.865980128427738e-05,9.957494769614058e-05,0.00010039780321521631,0.00010114165872005258,0.00010181736994600489,0.00010243389076451379,0.00010299867220151481,0.00010351796504269095,0.00010399705215199312,0.00010444042884015758
7013,2016-10-20,6,2016-10-20 05:00:00,0.00019478022104513234,0.00013071306123184015,9.497135185747051e-05,9.497135185747051e-05,9.30250153373082e-05,9.1285386452981e-05,8.972119605671668e-05,8.830717912433936e-05,8.702269966739923e-05,8.585073700681957e-05,8.477712726699839e-05,8.378998814453257e-05,8.287927728707094e-05,8.203644942546372e-05
7014,2016-10-20,7,2016-10-20 06:00:00,0.00018717267724521004,0.00021032877677417452,0.00010664553025194659,0.00010664553025194659,0.00010404450886210089,0.0001017197248940381,9.962939126656474e-05,9.773974461573239e-05,9.602320767173052e-05,9.445703454766358e-05,9.302229709671715e-05,9.170311619162217e-05,9.048607155638879e-05,8.93597435687623e-05
7015,2016-10-20,8,2016-10-20 07:00:00,0.0001727081857549278,0.00021398245730347386,0.00011161485936721349,0.00011161485936721349,0.00010873515975867036,0.00010616129415767472,0.00010384699833824792,0.00010175489146748913,9.985444159614638e-05,9.812046580113998e-05,9.653200793916995e-05,9.507148756404728e-05,9.372404652671347e-05,9.247704168556853e-05
7016,2016-10-20,9,2016-10-20 08:00:00,0.00016007167409085154,0.00016441681755489145,0.00011421165102456722,0.00011421165102456722,0.0001111863253340923,0.00010848229964216909,0.00010605097014616909,0.00010385306566871989,0.00010185651026336575,0.00010003484750946884,9.836606151394413e-05,9.683168278943679e-05,9.541610181197904e-05,9.410603607773707e-05
7017,2016-10-20,10,2016-10-20 09:00:00,0.00014503410760624184,0.00013762111773699454,0.00011713047644844835,0.00011713047644844835,0.00011394146406084625,0.00011109113576228089,0.00010852825801807704,0.00010621143486497998,0.00010410685487207058,0.00010218663018138658,0.00010042755371939093,9.881015669825933e-05,9.731798503324498e-05,9.593703756427516e-05
7018,2016-10-20,11,2016-10-20 10:00:00,0.00012885724179321123,0.00011395788973965091,0.00011956162715515863,0.00011956162715515863,0.00011623627669603505,0.0001132640898982866,0.00011059164286844795,0.00010817576986468943,0.0001059812139348061,0.00010397889494676736,0.00010214461366793884,0.00010045806897224727,9.890210332261939e-05,9.746211697517931e-05
7019,2016-10-20,12,2016-10-20 11:00:00,0.00011584652556029651,0.00010103795928729287,0.00012140321227209379,0.00012140321227209379,0.00011797458637114236,0.00011491009233886162,0.00011215464709540285,0.00010966374430006895,0.00010740103202514452,0.00010533652699665321,0.00010344527842615539,0.00010170635469530616,0.00010010206540523509,9.861735738767752e-05
