Hour_number,FullServiceRestaurant,Hospital,LargeHotel,LargeOffice,MediumOffice,MidriseApartment,OutPatient,PrimarySchool,QuickServiceRestaurant,SecondarySchool,SmallHotel,SmallOffice,Stand-aloneRetail,StripMall,SuperMarket,Warehouse
1358,912.61953376506,2152.4022296832,1515.6040388769,2.1410613759659,0.0,0.0,6024.777049746,0.0,776.38123584552,0.0,84.02134218143999,0.0,12633.092263365,3300.92965034,1929.710125368,2853.3604233060005
1359,966.5137400279399,2079.9915083524,1654.1977406675,0.0,0.0,0.0,5776.4760138891,0.0,819.23912191947,0.0,104.05235696736,0.0,11551.653257124,2865.057236028,1880.3022400728,2054.9104938630003
1360,922.81395326634,2103.4032004006,1613.7508181207,0.0,0.0,0.0,5730.0336707445,0.0,860.16119171913,0.0,112.48121401212,0.0,12608.924542529998,3130.1528764759996,1882.3095617256001,3042.378498051
1361,1031.26748538684,2319.333147581,2191.9420832589,11.045786382483,0.0,0.0,5840.1270353439,0.0,1073.0429228600601,0.0,143.6390646708,0.0,14442.971538479998,3807.311902588,2376.0371358,3016.008384264
1362,1228.9375912269,2651.7720662794,2299.1182177131004,22.638126119016995,0.0,0.0,4666.24083783195,0.0,1468.06682079768,0.0,236.74906119,0.0,15061.088973296999,4185.109920188,2857.8817847808004,5864.552408871
1363,1411.07421825324,2748.1971327705996,2481.5231236271,28.464776885259997,0.0,0.0,5048.16864379425,0.0,1808.72252457315,0.0,287.26963431120004,0.0,15961.127164922998,4634.437635163999,3161.8420616664002,5597.839036548
1364,1564.3734509799,3153.0315182719996,2711.4289133602997,41.78683898229,0.0,0.0,5934.995000239501,0.0,2198.4486155957597,0.0,341.03817947280004,0.0,16640.89539132,4921.804502448,3447.6463127196002,8511.656944203001
1365,1832.1128254954203,3305.0137316861997,2914.140733672,45.261578479319994,0.0,0.0,4929.37656973515,0.0,2396.45865792267,45.003291536448,365.22067936679997,0.0,0.0,0.0,3149.4243905352005,7045.92405297
1366,1988.30028264582,3544.7060663198,3109.457037659,61.86379570886999,0.0,0.0,4477.548878899201,0.0,2646.32581163463,95.44111876072,393.6074126712,0.0,0.0,0.0,0.0,9751.170562965
1367,2038.88615704524,3662.2303591751997,3345.3270844196004,77.99444463979998,0.0,0.0,5789.495749313251,0.0,2920.0848106504,189.72034735088,415.4175599232,0.0,0.0,0.0,0.0,7983.205928766
1368,2236.89125510484,3690.8660373372,657.18601730852,94.22484958545999,3.5190512514032397,0.0,4703.98046100255,5.6440161576288,3414.2831836905,205.68809731408,428.6146701924,0.0,0.0,0.0,0.0,11429.26213797
1369,0.0,3881.156036881,552.34895264269,148.98342655838,8.4702820991649,0.0,5971.089115836,34.070147449296,0.0,380.70039200831997,460.94295764879996,0.0,0.0,0.0,0.0,9827.917150473
1370,0.0,3992.0008157759994,488.54434589912006,205.42866783997,39.0587481528762,0.0,4801.54060931805,42.815239802496,0.0,441.0165838454399,482.23719067080003,0.0,0.0,0.0,195.78819084228002,13135.79753001
1371,0.0,4011.5245679098,448.74526632971003,269.52312063441997,61.480145921985,0.0,6101.485509599999,79.88004086412,0.0,633.76584288752,491.7642919236,0.0,0.0,50.461212685999996,299.09775640104004,11032.604395362
1372,0.0,3841.2139291815997,426.92085778881005,309.9318949280399,88.07814279100201,0.0,6793.5626416125,428.81359227672004,0.0,649.6353352809599,498.936715134,0.0,0.0,106.557012816,334.23597197856003,13907.719135440002
1373,2412.1043951920797,6259.579643332,415.46580787375996,354.10139798873996,105.52494189434398,0.0,10733.9202823905,616.18317343464,3812.3289354921303,1000.0251631879199,490.42589149080004,0.0,120.05443945710002,89.59295997199999,232.34801406696,11667.74156496
1374,2216.66990327364,4002.8587383661993,396.84502197809,4476.546140199999,5.6270933929434,0.0,9484.3598691465,9685.2806393448,3176.1121791519104,37395.448329,459.92250201720003,5758.720914791241,46668.47559597,13269.130302639998,4747.9605812028,17880.274815390003
1375,1902.4248145825202,3526.9746714472,2467.8162306756003,5830.455367146999,2122.8491764853097,0.0,8303.997399048,6791.741926199999,2672.88067570182,28446.114244703997,401.45413095,5791.881254769721,37595.12849361,11270.16164556,4228.8698217672,14393.786961060001
1376,1840.74625105452,3361.8507029320003,2945.6941777984,3569.3594058235,1833.5554435323302,0.0,7447.296082823999,4702.4122390728,2699.67564755739,23150.374968808,314.1645336528,3429.11821948652,31054.61333853,9076.854884240001,3756.8963837484007,11076.898038030002
1377,1728.84376731072,3231.8669222402,2846.4196223547,2233.5934528253,1459.66334043054,0.0,6517.529874999,3848.7533873208,2517.3229941855,20599.516254912,280.4250942204,2561.1782905529485,22082.428737375,6156.131599472,3168.1546107552003,9015.797656251
1378,1576.5450039003001,3099.7741698387995,2733.9594455942997,1202.0395729937,910.9239822484199,0.0,5979.6976390515,3065.8316861928,1950.79380694243,17562.470087479996,245.86493738160001,1874.9936495927564,16781.3837208,4340.109763424,2803.6478736612003,7318.980238617
1379,1259.2087945758,2979.4031973578,2584.8355727698,857.8448953725998,501.63029672552994,0.0,5682.95919317295,2323.5482302872,1481.2928957673303,14756.395944371201,219.02642403,1330.0940232477042,12196.312123292999,2783.954541524,2486.9784724272004,5945.8021428600005
1380,1039.1221960566602,2882.5425856898,2463.5529055676,834.4109199074001,337.383809707329,0.0,5439.90329050545,2090.5201356984,1228.98312172996,13685.6923112776,191.67710879880002,1408.611166372564,9614.152852383,1931.8231200199998,2342.7557719812003,5190.482827494
1381,1047.52594252512,2827.1120779387998,2417.2088824947004,653.7674325637,153.046533492027,0.0,5266.166848686899,2175.8328452784003,1141.43197074302,13233.1718484312,168.198491496,826.9059316305921,7559.33898732,1214.7670623679999,2205.9755583768,4496.391689877
1382,1067.74703796282,2618.0982480975995,2237.1512424422,366.16116529309994,4.336844199983189,0.0,5125.5151206597,1862.307507564,1121.41025190601,11630.039366504798,130.1316264408,469.133012816908,6420.853691961001,759.8448872639999,2000.4786669924001,3722.782595787
1383,1177.8851674758002,2459.085602192,2103.8854344144,270.07205829586997,2.5278620130458096,0.0,5128.688083866749,2200.468323732,1281.0959767535298,11311.659899744798,144.98270028599998,368.364273360688,5956.306439127,730.964064048,1951.7000450040002,3221.6623099920002
1384,1161.0704042868601,2415.3969294738,2022.2074987401002,277.80528708662996,0.0,0.0,5234.831317579501,2059.8294091032,1340.0739540280001,9930.4287858104,156.08319832439997,354.61314809575606,7242.294939969,1434.6386506,2017.0788825816003,3314.568238119
1385,1118.25244998114,2520.2143685354,2076.1367254376,526.3781851487,4.33166007713439,0.0,5391.2521793754,2209.34117124,1267.09077317502,11814.470027908797,173.5488840036,1289.84792598596,9528.736886073,2450.61378186,2126.9882918556004,3197.590697943
1386,954.4496461362601,2411.5718434518,2167.5532548887,941.5358622184,81.496180477341,0.0,4333.46524394355,2233.4814209904002,1221.44861612007,11831.753036911998,204.14439016199998,2019.5741799724478,12784.845406892999,3636.8141453559997,2178.8400740184,3901.26357369
1387,965.92110184368,2453.2780727595996,2069.9598078474,1035.6001292334,65.98776976577099,0.0,4778.35127585595,2271.3149649624,1178.32704942157,11683.943111076798,208.3135522536,2130.75427242986,17177.269548279,5061.5053255679995,2218.0667783723998,5963.896925748
1388,967.0871604093,2697.6325855665996,2014.6483409843,1256.6479429275,103.28993136279298,0.0,5723.24501139885,2362.2062796192,1256.4693496116802,11898.3766286896,229.6125860952,2262.266238423488,21563.378701797,6421.032786,2277.4391361396,4779.034918398
1389,1124.2584426168003,2727.8845745526,1993.756185463,1340.7907266245,127.860952917264,0.0,4957.1942760873,0.0,1296.63918103218,0.0,235.90213681920002,2295.074096362916,0.0,0.0,1956.9982764420001,6519.082253544
1390,1410.87129523206,2866.5266486682,2173.3312678665,0.0,0.0,0.0,4366.2587975428505,0.0,1773.3260133898002,0.0,291.9892610928,0.0,0.0,0.0,0.0,5254.155545742
1391,1682.9470299432003,2931.8267301602,2583.5018922342006,0.0,0.0,0.0,5656.318670035799,0.0,2297.48164067596,0.0,345.9549516756,0.0,0.0,0.0,0.0,7850.059694928001
1392,1984.2776018250602,3037.6566087016,579.4798667030101,0.0,0.0,0.0,4593.2329698781505,0.0,2967.38236410175,0.0,377.07210483480003,0.0,0.0,0.0,0.0,6503.149529109
1393,0.0,3193.0652568073997,493.475987144,0.0,0.0,0.0,5822.3577793797,0.0,0.0,3.633260355484,408.92157320999996,0.0,0.0,0.0,0.0,9193.710976731001
1394,0.0,3270.0841328612,441.57531547269,0.0,0.0,0.0,4711.4676680409,0.0,0.0,6.4186723388904,429.13557501239995,0.0,0.0,50.8552738312,0.0,7304.487137793001
1395,0.0,3310.6837397545996,412.75567495085,7.438076488642999,0.0,0.0,5940.322219845,0.0,0.0,7.4261121005024,438.1790583624,0.0,0.0,62.04918455199999,0.0,9775.851451209
1396,0.0,3194.0184026145994,398.65202725215005,40.190814341301994,0.0,0.0,6658.9393949325,0.0,0.0,13.8093093102224,445.2112273524,0.0,0.0,125.73029335799998,167.92545439692003,7846.177280985
1397,2195.1500880213,5029.3773096141995,389.83303165667,38.882164474507995,0.0,0.0,10638.429647742001,0.0,3425.47738408963,23.85394023188,435.9863838,0.0,0.0,203.277479826,300.13560893448005,10429.897365297
1398,2135.40245148888,3545.7861703454,374.66425728438,3219.5731938846,7.148915046953399,0.0,9404.123379241499,7338.7070141448,3027.6769334446,30146.476783807997,437.9702060328,4029.6255123344,47097.68464899,13421.00017692,4440.117370964401,13821.825466710001
1399,1886.82272492232,3210.3942347981997,2452.6019182112004,5209.009269943999,1964.53658564688,0.0,8279.569248795,5879.624497572,2640.99135775159,25916.886328872,398.4815454072,4639.664581925121,38376.198406259995,11745.07411068,4093.3923376212006,12048.02381745
1400,1670.07094848882,2931.739603813,2741.0791312107003,2011.4053330804998,1377.2778166064397,0.0,7506.0376234155,3740.8239171408,2392.7364632376602,19541.949695648,276.7646086128,1957.8360694773319,31798.060502580007,9560.469526519999,3456.3369104712006,9705.078334224001
1401,1386.39954883758,2771.8890372724004,2361.4158591932996,622.3734568305,632.08394829489,0.0,6576.755586745499,2639.9027764032,1904.3086997971102,15453.725701472,201.4935144648,885.025856835868,23195.518066529996,6722.2453872,2709.5011230528,7229.030660262
1402,1178.3792716269602,2615.9772274389998,2073.5169672077004,366.92233788711997,85.22365797903298,0.0,6033.7732998465,2020.6971137471999,1242.1204725146101,12225.807559090399,153.96020568120002,465.522035729036,19276.595642409,5225.708267024,2289.1145550768,5056.665212547
1403,852.07230156078,2508.5654614274,1659.2717577926,337.19900944194995,0.0,0.0,5708.95678198755,1466.6186887632,777.1628882242501,9835.3138064744,119.0308873992,287.6317431743448,14235.320611850999,3527.062739576,1971.3924555084002,3449.282121225
1404,562.4820534651601,2415.6106532388,1147.5257274665098,384.26965867826993,0.0,0.0,5451.965514338849,1275.16131269184,397.49249342356,8643.4619816464,92.14495188635999,326.543406622532,11695.46916027,2646.595922904,1770.8480702712,2648.5095496950003
1405,534.38950782024,2343.8485706102,885.1097819578,254.86113392897997,0.0,0.0,5303.459577089699,1306.44272266872,238.23418335132402,7849.944485571199,44.902614964200005,132.08082713613922,9916.685893305,2061.2888751279997,1593.480869298,1723.951124523
1406,639.10013223612,2204.6501781324,891.6023062072,109.52192326797,0.0,0.0,5206.1113726011,1275.4001655595202,371.184873803128,7391.703203984,38.63745975156,72.3943113664892,8727.531158736,1608.2560248359998,1497.8565732168001,1196.7677026830002
1407,818.0902233456001,2136.2268463406,1259.7192536254902,93.39341355426998,0.0,0.0,5178.3976155366,1625.9232867863998,620.305846456136,7509.528052564,67.09007987172001,50.9633596423336,7583.051561148,1331.807713132,1516.4626598028,1218.987073476
1408,882.5500646448002,2157.5417624668,1841.8427650126002,113.75193785382999,0.0,0.0,5255.35237069245,1616.15558250552,822.5972257891101,6818.0684265248,93.57369024383999,62.2945197844288,8516.398500689998,1850.073078092,1644.21096615,1819.426114044
1409,884.30075060148,2256.910194079,2261.5168573913998,236.34440241877,0.0,0.0,5419.02115444365,1913.6608038743998,859.9060829765101,9399.0929066272,120.00518441039999,456.7998130985961,11555.280016872,3058.997696948,1811.4642173808,2273.658606729
1410,919.4448207193801,2288.7042969482,2256.5368135044,528.632303866,34.592401476339,0.0,4389.9705550701,2397.1070756976005,1165.20535202675,11565.8758600864,188.3825738736,1149.6563906767722,16245.867157028999,4626.042550632,2075.576360904,4126.249918269
1411,1175.8708612156202,2355.357160238,2186.9314870641006,790.3647336864999,370.856329827165,0.0,4838.8789166094,2410.913396556,1551.42425662924,13015.688859804797,242.02487568840002,1722.003202325472,19649.432196113998,5807.7171366719995,2385.5505272964,5259.943624761
1412,1461.1296251357398,2680.8051338774,2451.3778733395,1917.3639509616996,1102.24737805938,0.0,5767.031235291301,2897.3112886872004,2123.01718083094,15830.674615504,326.8738871508,2361.551295253304,22190.815848246,6662.25634032,2738.4179597352004,6746.600717820001
1413,1738.06481637114,2835.9010244767996,2730.7045560921006,2679.2033367269996,1466.1707865151197,0.0,4972.1538435543,0.0,2371.9216802393503,0.0,358.490090964,2675.770756424788,0.0,0.0,2581.1626202496004,7197.433107606
1414,1823.3537438694,2956.4595695378,2841.0190852288,0.0,0.0,0.0,4398.8564166768,0.0,2500.43268499284,0.0,372.26558491919997,0.0,0.0,0.0,0.0,8160.02252442
1415,1912.5160848102603,3003.0932187562,2989.6293444122,0.0,0.0,0.0,5708.862015901199,0.0,2704.8510756343903,0.0,388.11490410120007,0.0,0.0,0.0,0.0,7859.347439319001
1416,2111.62241129166,3044.4537806326,615.8982697219801,0.0,0.0,0.0,4614.89752854,0.0,3197.82624644706,0.0,398.9161935024,0.0,0.0,0.0,0.0,8701.988785515001
1417,0.0,3085.6420307672,518.1130145614501,0.0,0.0,0.0,5876.948740221001,0.0,0.0,0.0,412.78341748439993,0.0,0.0,59.298649742,0.0,8098.9585800840005
1418,0.0,3132.4557704206,454.86526783208006,0.0,0.0,0.0,4755.54068439255,0.0,0.0,3.4886168813215996,424.38466581119997,0.0,0.0,95.662936362,0.0,8947.033446483
1419,0.0,3182.1993005038,414.44680272471,0.0,0.0,0.0,6025.682543282999,0.0,0.0,5.5099506258096,435.15223718519997,0.0,0.0,128.5909384224,166.04644278348,8206.430426388
1420,0.0,3173.490291793,391.59861159762,16.018534064677,0.0,0.0,6719.319371349,0.0,0.0,6.980474023996,458.7994920348,0.0,0.0,301.46584923359995,189.42131254464002,9381.85363809
1421,2295.44964627768,4835.797291431,382.75064025373,27.140441156178998,0.0,0.0,10642.2841207215,2.4694989235727998,3604.02110429335,19.01206877644,459.6738391332,0.0,543.0403701926999,330.99436483399995,295.3525713102,9026.520443487001
1422,2171.1239433503406,3418.1994587544,371.58061004890004,2492.8837260549,8.503426837037999,0.0,9748.342727018999,7493.978648990401,3091.2886756216703,29750.517783208,445.47191989439995,3386.2072639991206,50062.76070453,13545.958674919999,4523.218935642,14297.27334318
1423,1958.6783667031202,3110.268804528,2493.5081959718,4827.518253813999,2071.6118282769,0.0,8480.8970071605,6053.7306545856,2768.61712343484,26114.791066223996,412.5805698048,4434.82993782444,40500.41513729999,12561.2900376,4182.791206669201,12130.425122580002
1424,1723.6957040071202,2854.2692575339997,2821.1938283494,2065.5256291825,1432.05469720488,0.0,7408.1580467310005,3970.9053297816004,2492.06576898087,19969.31387924,286.5030179988,1984.201214761568,32473.79553063,9711.07908016,3538.6229739204,9821.777564637
1425,1470.9344423362802,2696.3664605015997,2444.1798065272005,596.4575162918,750.39698223252,0.0,6440.749489512,2814.3001884312002,2060.6206006934603,16074.5030022,219.2335329792,912.63862507334,23641.09308105,6716.501140279999,2833.0982000604,7173.359862732
1426,1365.2416196293202,2547.5687303014,2273.8486646995,391.54258084335993,339.6815366581769,0.0,5922.167473637999,2392.6550119080002,1575.8365791301298,14105.318453698399,191.22644368800002,565.7661137498922,18781.498797651002,4972.2302949919995,2513.1870164592,5116.9107861
1427,1007.4482753451601,2421.0923474755996,2088.9292800439,320.52364767693996,48.980818452761994,0.0,5636.467641010051,1810.1171421984,1050.2290706810802,11654.962131700799,149.30283664319998,360.3822138015881,13223.069487372,3143.374466312,2152.4522450292,3536.049962394
1428,740.84640284442,2328.581141499,1906.2358145635003,334.90814619747,0.0,0.0,5407.65964791585,1766.5208500296,711.4248213368471,10761.7801135096,111.2054122188,422.31145337805606,9974.058329817,2069.00476196,1958.3353021428,2746.9015395660003
1429,750.0989639267401,2271.0212910058,1622.1674619752,231.84497908094,0.0,0.0,5275.2390721056,1867.1836107624,618.7520537405411,10369.768668110399,82.51556075087998,192.3580915359136,8433.495704736,1547.0962634960001,1804.3196342940003,1883.7272972250003
1430,858.0760219067402,2150.0384537714,1513.207234532,111.46005751743,0.0,0.0,5184.165072469501,1867.4290004496004,757.99339515001,9945.201080124,75.14675607708,141.1512023807908,7714.640311725,1232.603078768,1695.4025377680002,1417.575352518
1431,968.94385511154,2078.7197318834,1622.8046063621002,94.09348319926,0.0,0.0,5130.467049719699,1988.5951182720003,888.2168909734299,9228.4816902512,94.69766387712001,100.97324128229361,6529.307238666,941.075456516,1630.7825914584,1334.761218306
1432,991.4619737632801,2098.3125268865997,1939.8877772715,104.96740820676997,0.0,0.0,5178.5078468643,1790.3606730576,1019.00513492092,7918.6177086872,113.3762512728,97.0841697648724,6545.648221437,1227.362811896,1716.0886507104,1756.763241048
1433,1055.8369006201199,2193.279281363,1980.9967723686,225.89060139735,0.0,0.0,5332.922853219,2280.5996997672,1158.98578322147,11236.903135408798,151.0003947996,604.835952832628,8962.77322515,2267.1963520719996,1946.2258483560001,2235.098355066
1434,1198.6421501277603,2282.3327108805997,2243.4279757211,642.9017373882,416.0105832359819,0.0,4327.5167761059,2399.3542944503997,1651.3025717625098,13312.8439601456,244.0217804472,1564.9753474296042,13400.865979719,3823.6197915159996,2323.4476070736005,4345.555653603
1435,1364.72066735304,2350.2650804908,2461.9344541701003,1040.6610905871999,791.8734955404,0.0,4790.2786213347,2676.6809090952,1878.92825156321,14766.0170905448,283.5709130688,2060.9214971420683,17593.928592015,5214.907045079999,2545.6004109863998,5532.70049532
1436,1506.34073975808,2674.5292941228,2598.4678484919,1857.4186250786,1181.1075473450398,0.0,5728.561816746599,3101.0135614248,2199.2132438317703,16314.517686703997,336.2724275568,2466.299242544764,20670.563089563,6209.686351148,2764.2641806044003,6824.765613654001
1437,1748.6708019043201,2813.0252422844,2781.2724194192006,2446.134226974,1460.63047673634,0.0,4941.1599043599,0.0,2395.10708466476,0.0,361.3907536452,2711.389447635748,0.0,0.0,2591.0024313888002,7110.276558885001
1438,1904.00882424288,3028.6253537424,2954.3452777902003,0.0,0.0,0.0,4379.798161393201,0.0,2646.20887456682,0.0,390.8911712304,0.0,0.0,0.0,0.0,8075.250478053001
1439,2033.9909853603003,3137.056818276,3211.4918519607004,0.0,0.0,0.0,5677.03484308935,0.0,2920.8658731066,0.0,417.3996732252,0.0,0.0,0.0,0.0,7859.352975426
1440,2234.4940520143805,3177.8941567700003,640.4427049879599,0.0,0.0,0.0,4587.27027244785,0.0,3417.65748017621,0.0,430.74431130840003,0.0,0.0,0.0,0.0,8794.733098284
1441,0.0,3351.6589861999996,542.55011079423,0.0,0.0,0.0,5811.4923768018,0.0,0.0,3.5930967209535996,462.75399736560007,0.0,0.0,0.0,0.0,8244.521507097
1442,0.0,3333.035957716,480.81940533375007,0.0,0.0,0.0,4693.3862961843,0.0,0.0,4.5362183364392,467.69655453479993,0.0,0.0,83.4408124196,96.511948677576,9434.611976184
1443,0.0,3296.0624201164,439.07238648833004,0.0,0.0,0.0,5967.5710710329995,0.0,0.0,8.209920903982399,467.032024356,0.0,0.0,116.5674815892,271.30673060244,8465.839729686
1444,0.0,3333.1323930052,418.68275391635,33.393302362366,0.0,0.0,6684.652528573501,10.3178984211072,0.0,16.825166960344003,490.1894892936,0.0,0.0,215.53514260240001,223.67241182808002,9986.443847847
1445,2411.0101194732006,4891.7770651908,412.20601395001,32.660217989223995,23.0829707503164,0.0,10636.005789395998,18.878495454503998,3814.3346432675703,33.813448731904,491.2587512916,0.0,0.0,273.54510651439995,303.97186275300004,9623.407825107
1446,2346.56393802756,3568.5416320714003,398.26988465369,2513.4478441795995,2.8111257184821294,0.0,9516.294054306001,8285.890316726402,3407.34070290559,32281.955830263996,493.0619439960001,3725.9923893341606,48440.05303671,13535.070636999999,4809.0688847136,15581.57434875
1447,2032.1453189315403,3093.3827869095994,2647.4569897027004,5078.082488122,2295.13961367075,0.0,8291.452337766,6464.5942539528,2905.2947744604603,27308.127494128,436.8898630224,4563.0760018426,39342.540382319996,12146.093112800001,4341.646253700001,12990.032585460001
1448,1710.57732031404,2743.8993844834004,2829.7742597887004,1755.3692392358,1420.15414446906,0.0,7376.906417107501,4018.8852681936005,2472.83088788932,19954.422510528002,286.8984283848,1827.9097216236999,32127.337947750002,9583.53618632,3581.6425804943997,9881.923171662002
1449,1454.27918053386,2605.2352932198,2422.5967907652002,529.3916029191,738.17977876839,0.0,6364.749176019,2793.2832112584,2031.9804087111902,16017.874870656,217.3830976428,887.0713879159441,22566.319589256,6407.923292279998,2851.6095844272004,7134.796918845
1450,1286.7227887197,2470.0394897784004,2196.4808200055004,325.04289916826997,227.856235525275,0.0,5910.9832807739995,2307.7038207552005,1435.93221895045,13542.944741323201,175.9656824316,530.915386161204,17164.395415062,4510.904204812,2456.1354061296,4988.67844113
1451,896.1611343285601,2358.2183464639998,1815.3831852289,245.11050354121997,5.0363260545129,0.0,5618.6447294952,1509.66062745792,853.7227380898099,10339.7801940504,128.8985590836,308.25292975853205,11721.572865455999,2672.351495328,2057.5001874204,3230.052824241
1452,567.64869870594,2263.9325969692,1123.3543688859102,265.00724931675,0.0,0.0,5382.22769809335,1224.4043899836001,405.58933702546204,8629.963188264,93.45328819667999,313.100102081052,8560.207355637,1603.865237236,1801.056905964,2246.6749426200004
1453,604.6918371663,2207.9964246572,1126.4594775227501,170.59656392463998,0.0,0.0,5252.6613181945495,1501.1618934513601,361.827405054271,8698.3881989064,54.13465596168,156.12709216484603,7114.849063413,1063.9166167199999,1666.610745678,1370.326969656
1454,752.0073613050602,2096.2932406118,1274.1129482881101,75.35128552388998,0.0,0.0,5192.43000359265,1617.06942052824,570.686190788676,8807.450240996,54.892800719760004,117.2626075709,6345.940814505,759.4118190919999,1586.5177511700003,996.633023238
1455,861.16558652862,2030.8069501314,1345.5180562152,66.39038727193999,0.0,0.0,5150.6882248419,1706.1152357592,695.632918526475,8033.984492322399,74.51837548572001,75.6311467175924,5119.702194216,506.02792026680004,1522.4971448016001,909.8926270344002
1456,816.6334159581,2039.8691808838,1284.47331572294,74.38409542097999,0.0,0.0,5210.982238755149,1349.5843199664,708.4766519588229,5890.509746394399,81.83166288876001,46.831182138312,5713.119442725,953.916100924,1553.3428083804,1149.4111260690001
1457,841.3100542569001,2135.0268507122,2101.9764852814,153.31897620367997,0.0,0.0,5359.576217369399,1788.762931872,786.10990914238,8808.4572712592,112.74427145376,424.0431106534481,7845.594340512,1934.92082422,1748.0373630012002,1701.28709397
1458,984.7164718143,2237.4975820846,2453.6276205819,423.53151656539995,77.91946056925799,0.0,4323.5404773327,2545.9201435752,1279.28758781838,12227.4920465896,200.42569477439997,1201.318876009384,11609.552084184,3339.066380296,2112.9687468612005,3684.681980487
1459,1217.58399924858,2310.8002646804002,2282.4452777035003,645.9363065256,415.939393910418,0.0,4789.85047135335,2464.5793611264,1622.5657847710102,13350.175163307202,250.62448722119998,1753.646181271556,16544.312577359997,4948.878717244,2398.0967854956,4834.084246128
1460,1398.7825228614602,2581.6675374685997,2398.574531542,1263.091377037,908.54960827197,0.0,5724.65913664905,2814.5596933944,2011.7431612702,15170.8801726064,312.0002339796,2244.456863818532,18721.265589252,5664.028224672,2648.4819618024003,6432.075683397
1461,1576.68298996938,2625.3299911766,2510.0802465172005,1515.3297917453,1044.50599715154,0.0,4922.07342698565,0.0,2087.00743883778,0.0,323.59352031120005,2395.192490206692,0.0,0.0,2381.3956173276006,6422.823281088
1462,1758.1544486757602,2830.1861014114,2661.1470057256,0.0,0.0,0.0,4349.78033849775,0.0,2385.3378890822,0.0,358.780916508,0.0,0.0,0.0,0.0,7642.708104996001
1463,1925.85849390882,2974.5073287975997,2964.4034724556004,0.0,0.0,0.0,5655.2059071963,0.0,2728.5188047293996,0.0,390.00884097,0.0,0.0,0.0,0.0,7288.778856501
1464,2193.2201064775204,3107.309487928,614.6341647635,0.0,0.0,0.0,4581.85152963915,0.0,3340.5360098380597,0.0,417.1843650108,0.0,0.0,0.0,0.0,8593.321134564001
1465,0.0,3204.7412872557998,520.92705384209,0.0,0.0,0.0,5823.49465433385,0.0,0.0,0.0,441.79539076199995,0.0,0.0,0.0,0.0,7833.209294061001
1466,0.0,3233.2947693605997,460.74709342389,0.0,0.0,0.0,4715.7679814251505,0.0,0.0,3.110146455224,452.0183222808,0.0,0.0,0.0,0.0,9296.959513977
1467,0.0,3282.0570997441996,422.08931935968,0.0,0.0,0.0,5991.847790175,0.0,0.0,5.641970620356,462.2813653848,0.0,0.0,50.6098495472,181.10429390700003,8094.031494669
1468,0.0,3185.1596607848,399.31207148063004,16.889456763193998,0.0,0.0,7150.318364826,0.0,0.0,9.046851221775999,470.56697462639994,0.0,0.0,114.7554644564,278.47166560128,9649.462534668
1469,2335.43350680408,4755.455550549,388.65617421939,34.83613223818699,0.0,0.0,7236.3702286395,11.898158316206402,3677.6185740453207,18.85238625184,470.3717753304,0.0,0.0,99.224075988,317.48723192196,8368.633068920999
1470,2240.06049510954,3410.0732428653996,376.31464667944,2450.8357108525,11.134665528661499,0.0,7132.6264064445,7823.147400096001,3217.1697289312,30542.452770104,464.56601609639995,3459.40905140952,42869.14417038,12653.01561084,4636.650141259201,14361.130737810001
1471,1979.1026799438002,3011.8404136577997,2537.3569542678,4671.693258574,2143.1199681290695,0.0,9921.716241547501,6216.015936194401,2809.89723609678,26387.688231599997,421.5150816276,4342.0273983064,33695.68564239,10389.299825679998,4256.868334449599,12087.648638910001
1472,1708.38268996044,2721.5398849526,2807.2255476118,1777.3983973880997,1388.3998648755899,0.0,9338.418335668499,3944.9645412408,2466.82381027094,19771.668943024,284.8221880008,1728.769674272476,27865.42875774,8490.22032108,3558.8028629124,9675.8352333
1473,1386.5041038978002,2568.7900258088,2355.4695260040003,465.38993283559995,584.34473862786,0.0,8256.919505562,2692.2991937184,1910.7158628465702,15361.416174736,201.88588253519998,784.5931087606921,21116.149463625,6401.11078596,2760.5990883924,6785.587816506
1474,1178.71553334672,2423.6241390575997,2059.4722171625003,263.48977804266,84.13369425110999,0.0,7965.890562883501,2033.4224467872,1246.39579985513,12260.229953832,154.642967406,412.18521682773604,17207.387572989,5127.050463032,2320.53458769,4456.162705455001
1475,786.9080575812001,2313.2378143185997,1306.45556570326,196.06610037802,0.0,0.0,7792.666205980499,1250.53100299848,664.4355992640579,9101.0449757056,107.03560564704,227.96558567567843,13330.749399758999,3881.967930288,1916.906076018,2693.974836735
1476,457.53842557122005,2218.3648606612,809.28828245195,219.34389693966997,0.0,0.0,7692.162608871,976.3344378496801,213.85468139088198,7415.7326667912,81.17524545156,227.49659812888802,11823.851206614001,3380.18832458,1660.7456338608001,1709.783820441
1477,494.80104031404,2159.6417550224,843.7916587286901,132.17678968219,0.0,0.0,7619.156634141,1214.6638007800802,167.11285491277002,7410.725939155999,41.08282338384,95.61473983878521,10296.072163167,2936.3804093239996,1528.9906128336002,775.9645114581
1478,645.8076006171001,2066.4116505355996,955.5818352024701,53.63004860681999,0.0,0.0,7548.025278280499,1309.71508447584,381.61776927119104,7484.3984023872,39.28445819292,55.7580211909556,9129.408440610001,2597.7965505079997,1447.2923181948,527.0937825149999
